"","DaysElapsed","MetersFromLastLocation","Date","DATE","Month","Day","Year","TagSite","Species","TL","RewardTag1","RewardTag2","Radio_Tag_","Code","Combined","Group_","Notes","Lat","Long","A_D","Ramp","Notes1","DaysPostRe","DistFromRa","geometry","WeeksElapsed","MetersPerDay","MetersPerWeek"
"285",4,764.612305578356,2023-05-24,2023-05-24,5,24,2023,122,"ALB",400,4287,"NA",150.132,"I-21","150.132I-21","L","5/20/23, RAINBOW, REPORTED",33.93714,-86.03087,"A","RL",NA,NA,723.023179,c(-86.0308699999999, 33.9371400000001),0.571428571428571,191.153076394589,1338.07153476212
"286",12,Inf,2023-06-05,2023-06-05,6,5,2023,122,"ALB",400,4287,"NA",150.132,"I-21","150.132I-21","L","5/20/23, RAINBOW, REPORTED",33.94403,-86.02654,"A","RL",NA,NA,161.414296,c(-86.02654, 33.9440300000001),1.71428571428571,Inf,Inf
"287",17,Inf,2023-06-22,2023-06-22,6,22,2023,122,"ALB",400,4287,"NA",150.132,"I-21","150.132I-21","L","5/20/23, RAINBOW, REPORTED",33.94165,-86.03079,"A","RL",NA,NA,315.513009,c(-86.03079, 33.94165),2.42857142857143,Inf,Inf
"288",15,445.692156099959,2023-07-07,2023-07-07,7,7,2023,122,"ALB",400,4287,"NA",150.132,"I-21","150.132I-21","L","5/20/23, RAINBOW, REPORTED",33.93904,-86.03416,"D","RL",NA,NA,736.886012,c(-86.03416, 33.93904),2.14285714285714,29.7128104066639,207.989672846647
"289",10,4.43685142880406,2023-07-17,2023-07-17,7,17,2023,122,"ALB",400,4287,"NA",150.132,"I-21","150.132I-21","L","5/20/23, RAINBOW, REPORTED, Remove?",33.93906,-86.03413,"D","RL",NA,NA,734.079328,c(-86.0341299999999, 33.93906),1.42857142857143,0.443685142880406,3.10579600016284
"290",18,11.5518085765265,2023-08-04,2023-08-04,8,4,2023,122,"ALB",400,4287,"NA",150.132,"I-21","150.132I-21","L","5/20/23, RAINBOW, REPORTED, Remove",33.93898,-86.03422,"D","RL",NA,NA,745.957274,c(-86.0342199999999, 33.9389800000001),2.57142857142857,0.641767143140361,4.49237000198253
"291",22,11.5518085765265,2023-08-26,2023-08-26,8,26,2023,122,"ALB",400,4287,"NA",150.132,"I-21","150.132I-21","L","5/20/23, RAINBOW, REPORTED, Remove",33.93909,-86.03431,"D","RL",NA,NA,744.738646,c(-86.0343099999999, 33.9390900000001),3.14285714285714,0.525082208023932,3.67557545616752
"292",15,5.7759037454176,2023-09-10,2023-09-10,9,10,2023,122,"ALB",400,4287,"NA",150.132,"I-21","150.132I-21","L","5/20/23, RAINBOW, REPORTED, Remove",33.93903,-86.03426,"D","RL",NA,NA,745.933178,c(-86.03426, 33.9390300000001),2.14285714285714,0.385060249694507,2.69542174786155
"293",14,10.2127562032192,2023-09-24,2023-09-24,9,24,2023,122,"ALB",400,4287,"NA",150.132,"I-21","150.132I-21","L",NA,33.93896,-86.03431,"D","RL",NA,NA,0,c(-86.0343099999999, 33.9389600000001),2,0.729482585944228,5.10637810160959
"294",14,13.3105541999584,2023-10-08,2023-10-08,10,8,2023,122,"ALB",400,4287,"NA",150.132,"I-21","150.132I-21","L",NA,33.93908,-86.0343,"D","RL",NA,NA,0,c(-86.0343, 33.93908),2,0.950753871425597,6.65527709997918
"295",15,7.39605491955419,2023-10-23,2023-10-23,10,23,2023,122,"ALB",400,4287,"NA",150.132,"I-21","150.132I-21","L",NA,33.93908,-86.03422,"D","RL",NA,NA,0,c(-86.0342199999999, 33.93908),2.14285714285714,0.493070327970279,3.45149229579195
"296",11,18.9478634960807,2023-11-03,2023-11-03,11,3,2023,122,"ALB",400,4287,"NA",150.132,"I-21","150.132I-21","L",NA,33.93898,-86.03437,"D","RL",NA,NA,0,c(-86.03437, 33.9389800000001),1.57142857142857,1.72253304509824,12.0577313156877
"297",13,11.5518085765265,2023-11-16,2023-11-16,11,16,2023,122,"ALB",400,4287,"NA",150.132,"I-21","150.132I-21","L",NA,33.93906,-86.03431,"D","RL",NA,NA,0,c(-86.0343099999999, 33.93906),1.85714285714286,0.888600659732807,6.22020461812965
"298",17,5.7759037454176,2023-12-03,2023-12-03,12,3,2023,122,"ALB",400,4287,"NA",150.132,"I-21","150.132I-21","L",NA,33.93904,-86.03433,"D","RL",NA,NA,0,c(-86.03433, 33.93904),2.42857142857143,0.339759043848094,2.37831330693666
"299",15,3.69802918914847,2023-12-18,2023-12-18,12,18,2023,122,"ALB",400,4287,"NA",150.132,"I-21","150.132I-21","L",NA,33.93904,-86.03429,"D","RL",NA,NA,0,c(-86.0342899999999, 33.93904),2.14285714285714,0.246535279276565,1.72574695493595
"300",16,5.77590483110889,2024-01-03,2024-01-03,1,3,2024,122,"ALB",400,4287,"NA",150.132,"I-21","150.132I-21","L",NA,33.93898,-86.03425,"D","RL","Removed 1/16/23",NA,0,c(-86.03425, 33.9389800000001),2.28571428571429,0.360994051944306,2.52695836361014
"301",2,2064.97787888877,2023-05-09,2023-05-09,5,9,2023,6,"ALB",376,4494,"413",150.333,"L-96","150.333L-96","U","CL, TJ, 5/7/23",33.99244,-86.0003,"A","CL",NA,NA,2007.849629,c(-86.0003, 33.99244),0.285714285714286,1032.48893944438,7227.42257611069
"302",16,13094.4295849104,2023-05-25,2023-05-25,5,25,2023,6,"ALB",376,4494,"413",150.333,"L-96","150.333L-96","U","CL, TJ, 5/7/23 big move",34.00008,-85.90516,"A","CL",NA,NA,10344.694375,c(-85.90516, 34.00008),2.28571428571429,818.401849056898,5728.81294339829
"303",12,4.43689551014942,2023-06-06,2023-06-06,6,6,2023,6,"ALB",376,4494,"413",150.333,"L-96","150.333L-96","U","CL, TJ, 5/7/23 big move",34.00013,-85.90515,"A","CL",NA,NA,10340.056132,c(-85.9051499999999, 34.0001300000001),1.71428571428571,0.369741292512451,2.58818904758716
"304",15,185.200146585948,2023-06-21,2023-06-21,6,21,2023,6,"ALB",376,4494,"413",150.333,"L-96","150.333L-96","U","CL, TJ, 5/7/23, way upriver, haven't found 8/3 or 8/26",34.00144,-85.90399,"A","CL",NA,NA,10251.377896,c(-85.90399, 34.0014400000001),2.14285714285714,12.3466764390632,86.4267350734424
"305",5,98.0974438533679,2023-04-13,2023-04-13,4,13,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","4/8/2023 CL, TJ",34.0108833333,-85.9967666667,"A","CL",NA,NA,91.422556,c(-85.996766667, 34.010883333),0.714285714285714,19.6194887706736,137.336421394715
"306",18,8753.34758224558,2023-05-01,2023-05-01,5,1,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","4/8/2023 CL, TJ",34.01003,-85.92574,"A","CL",NA,NA,8265.867934,c(-85.92574, 34.01003),2.57142857142857,486.297087902532,3404.07961531773
"307",8,57.5033715530908,2023-05-09,2023-05-09,5,9,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","4/8/2023 CL, TJ",34.01001,-85.92513,"A","CL",NA,NA,8223.012821,c(-85.92513, 34.0100100000001),1.14285714285714,7.18792144413635,50.3154501089544
"308",16,98.6109008933281,2023-05-25,2023-05-25,5,25,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","4/8/2023 CL, TJ",34.01012,-85.92615,"A","CL",NA,NA,8297.774299,c(-85.92615, 34.01012),2.28571428571429,6.163181305833,43.142269140831
"309",12,89.6050665472596,2023-06-06,2023-06-06,6,6,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","4/8/2023 CL, TJ",34.00995,-85.92526,"A","CL",NA,NA,8235.931123,c(-85.92526, 34.0099500000001),1.71428571428571,7.4670888789383,52.2696221525681
"310",15,128.170582114922,2023-06-21,2023-06-21,6,21,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","4/8/2023 CL, TJ",34.01007,-85.92659,"A","CL",NA,NA,8338.305793,c(-85.92659, 34.01007),2.14285714285714,8.54470547432811,59.8129383202968
"311",16,9116.20352562073,2023-07-07,2023-07-07,7,7,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","4/8/2023 CL, TJ, CAUGHT AGAIN? Big move to CL",34.00945,-85.99737,"D","CL",NA,NA,195.984366,c(-85.99737, 34.0094500000001),2.28571428571429,569.762720351296,3988.33904245907
"312",11,5.77399277319866,2023-07-18,2023-07-18,7,18,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","Remove?",34.00948,-85.99741,"D","CL",NA,NA,197.017641,c(-85.9974099999999, 34.0094800000001),1.57142857142857,0.524908433927151,3.67435903749006
"313",17,10.2108940174699,2023-08-04,2023-08-04,8,4,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","Remove",34.00954,-85.99737,"D","CL",NA,NA,204.21554,c(-85.99737, 34.0095400000001),2.42857142857143,0.60064082455705,4.20448577189935
"314",23,10.2108929027242,2023-08-27,2023-08-27,8,27,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","Remove",34.00948,-85.99736,"D","CL",NA,NA,199.029929,c(-85.99736, 34.0094800000001),3.28571428571429,0.443951865335833,3.10766305735083
"315",15,5.77399168574339,2023-09-11,2023-09-11,9,11,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","Remove",34.00952,-85.9974,"D","CL",NA,NA,200.989403,c(-85.9974, 34.0095200000001),2.14285714285714,0.384932779049559,2.69452945334692
"316",14,4.43690230195951,2023-09-25,2023-09-25,9,25,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U",NA,34.00946,-85.99738,"D","CL",NA,NA,0,c(-85.99738, 34.00946),2,0.316921592997108,2.21845115097976
"317",14,9.46897092244001,2023-10-09,2023-10-09,10,9,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U",NA,34.00952,-85.99732,"D","CL",NA,NA,0,c(-85.9973199999999, 34.0095200000001),2,0.676355065888572,4.73448546122001
"318",39,9.46897092244001,2023-11-17,2023-11-17,11,17,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U",NA,34.00947,-85.99738,"D","CL",NA,NA,0,c(-85.99738, 34.0094700000001),5.57142857142857,0.242794126216411,1.69955888351487
"319",17,4.43690227218842,2023-12-04,2023-12-04,12,4,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U",NA,34.00943,-85.99737,"D","CL","Removed 1/16/23",NA,0,c(-85.99737, 34.0094300000001),2.42857142857143,0.260994251305201,1.82695975913641
"320",5,268.701524564085,2023-05-25,2023-05-25,5,25,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L","5/20/23, CL, REPORTED",34.01194,-85.99527,"A","CL",NA,NA,264.107148,c(-85.9952699999999, 34.01194),0.714285714285714,53.7403049128171,376.18213438972
"321",12,6753.31825011812,2023-06-06,2023-06-06,6,6,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L","5/20/23, CL, REPORTED",33.96554,-85.97484,"A","CL",NA,NA,6138.040331,c(-85.97484, 33.96554),1.71428571428571,562.776520843177,3939.43564590224
"322",15,20.4241125573896,2023-06-21,2023-06-21,6,21,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L","5/20/23, CL, REPORTED",33.96539,-85.97492,"A","CL",NA,NA,6138.057466,c(-85.9749199999999, 33.9653900000001),2.14285714285714,1.36160750382597,9.53125252678181
"323",16,16.8658507524942,2023-07-07,2023-07-07,7,7,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L","5/20/23, CL, REPORTED",33.96544,-85.97476,"A","CL",NA,NA,6149.19738,c(-85.9747599999999, 33.9654400000001),2.28571428571429,1.05411567203089,7.3788097042162
"324",11,5.77518743282225,2023-07-18,2023-07-18,7,18,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L","5/20/23, CL, REPORTED",33.96546,-85.97477,"D","CL",NA,NA,6147.407571,c(-85.97477, 33.9654600000001),1.57142857142857,0.525017039347477,3.67511927543234
"325",17,10.2120578928782,2023-08-04,2023-08-04,8,4,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L","5/20/23, CL, REPORTED, remove?",33.96541,-85.97483,"D","CL",NA,NA,6145.17972,c(-85.9748299999999, 33.9654100000001),2.42857142857143,0.600709287816367,4.20496501471457
"326",23,13.1689633410156,2023-08-27,2023-08-27,8,27,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L","5/20/23, CL, REPORTED, remove?",33.96543,-85.97472,"A","CL",NA,NA,6153.219897,c(-85.97472, 33.96543),3.28571428571429,0.572563623522419,4.00794536465693
"327",15,9.47207311469795,2023-09-11,2023-09-11,9,11,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L","5/20/23, CL, REPORTED, remove?",33.96547,-85.97478,"D","CL",NA,NA,6145.627669,c(-85.97478, 33.96547),2.14285714285714,0.631471540979863,4.42030078685904
"328",14,11.550371607514,2023-09-25,2023-09-25,9,25,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L",NA,33.96554,-85.97488,"D","CL",NA,NA,0,c(-85.97488, 33.96554),2,0.825026543393856,5.77518580375699
"329",14,5.77518417504482,2023-10-09,2023-10-09,10,9,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L",NA,33.96561,-85.97489,"D","CL",NA,NA,0,c(-85.97489, 33.96561),2,0.412513155360344,2.88759208752241
"330",14,15.2472499242907,2023-10-23,2023-10-23,10,23,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L",NA,33.96551,-85.97478,"D","CL","Tag on dry land on 11/3/2023, removed",NA,0,c(-85.97478, 33.9655100000001),2,1.08908928030648,7.62362496214536
"331",2,2730.15475386241,2023-05-09,2023-05-09,5,9,2023,12,"ALB",354,5069,"NA",150.333,"I-3","150.333I-3","U","CL, TJ, 5/7/23",33.9866,-86.00034,"A","CL",NA,NA,2659.068597,c(-86.0003399999999, 33.9866000000001),0.285714285714286,1365.07737693121,9555.54163851844
"332",16,305.363692596547,2023-05-25,2023-05-25,5,25,2023,12,"ALB",354,5069,"NA",150.333,"I-3","150.333I-3","U","CL, TJ, 5/7/23",33.98916,-85.99971,"A","CL",NA,NA,2371.86411,c(-85.9997099999999, 33.98916),2.28571428571429,19.0852307872842,133.596615510989
"333",12,29.2966402765537,2023-06-06,2023-06-06,6,6,2023,12,"ALB",354,5069,"NA",150.333,"I-3","150.333I-3","U","CL, TJ, 5/7/23, up black creek potentially?",33.98891,-85.9998,"A","CL",NA,NA,2399.461185,c(-85.9997999999999, 33.98891),1.71428571428571,2.44138668971281,17.0897068279897
